City/Town,Lat,Long,Date,Confirmed,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-16,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-17,4,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-17,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-17,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-17,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-17,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-17,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-17,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-17,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-17,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-17,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-17,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-17,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-17,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-17,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-17,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-17,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-17,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-17,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-17,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-17,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-17,4,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-17,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-17,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-17,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-17,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-17,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-17,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-17,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-17,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-17,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-17,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-17,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-17,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-18,8,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-18,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-18,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-18,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-18,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-18,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-18,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-18,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-18,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-18,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-18,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-18,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-18,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-18,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-18,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-18,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-18,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-18,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-18,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-18,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-18,3,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-18,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-18,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-18,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-18,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-18,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-18,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-18,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-18,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-18,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-18,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-18,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-18,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-19,1,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-19,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-19,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-19,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-19,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-19,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-19,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-19,1,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-19,1,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-19,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-19,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-19,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-19,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-19,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-19,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-19,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-19,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-19,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-19,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-19,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-19,3,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-19,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-19,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-19,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-19,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-19,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-19,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-19,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-19,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-19,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-19,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-19,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-19,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-20,24,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-20,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-20,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-20,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-20,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-20,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-20,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-20,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-20,1,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-20,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-20,2,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-20,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-20,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-20,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-20,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-20,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-20,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-20,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-20,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-20,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-20,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-20,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-20,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-20,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-20,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-20,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-20,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-20,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-20,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-20,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-20,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-20,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-20,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-21,2,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-21,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-21,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-21,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-21,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-21,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-21,1,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-21,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-21,2,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-21,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-21,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-21,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-21,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-21,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-21,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-21,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-21,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-21,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-21,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-21,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-21,5,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-21,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-21,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-21,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-21,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-21,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-21,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-21,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-21,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-21,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-21,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-21,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-21,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-22,22,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-22,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-22,1,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-22,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-22,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-22,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-22,1,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-22,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-22,3,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-22,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-22,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-22,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-22,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-22,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-22,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-22,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-22,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-22,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-22,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-22,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-22,2,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-22,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-22,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-22,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-22,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-22,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-22,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-22,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-22,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-22,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-22,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-22,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-22,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-23,15,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-23,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-23,2,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-23,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-23,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-23,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-23,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-23,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-23,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-23,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-23,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-23,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-23,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-23,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-23,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-23,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-23,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-23,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-23,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-23,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-23,4,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-23,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-23,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-23,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-23,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-23,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-23,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-23,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-23,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-23,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-23,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-23,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-23,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-24,7,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-24,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-24,5,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-24,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-24,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-24,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-24,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-24,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-24,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-24,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-24,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-24,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-24,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-24,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-24,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-24,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-24,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-24,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-24,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-24,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-24,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-24,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-24,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-24,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-24,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-24,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-24,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-24,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-24,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-24,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-24,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-24,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-24,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-25,20,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-25,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-25,3,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-25,2,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-25,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-25,3,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-25,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-25,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-25,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-25,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-25,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-25,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-25,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-25,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-25,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-25,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-25,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-25,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-25,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-25,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-25,1,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-25,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-25,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-25,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-25,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-25,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-25,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-25,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-25,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-25,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-25,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-25,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-25,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-26,15,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-26,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-26,4,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-26,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-26,1,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-26,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-26,1,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-26,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-26,1,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-26,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-26,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-26,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-26,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-26,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-26,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-26,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-26,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-26,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-26,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-26,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-26,2,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-26,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-26,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-26,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-26,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-26,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-26,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-26,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-26,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-26,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-26,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-26,0,,,,,,,,,,,,,
